county_name,total_county_population,median_household_income,aggregate_household_income,per_capita_income,median_family_income,poverty_status_total_population,income_below_poverty_level,poverty_white_alone_total,poverty_white_alone_below_poverty,poverty_black_alone_total,poverty_black_alone_below_poverty,poverty_hispanic_total,poverty_hispanic_below_poverty,poverty_ratio_total,poverty_ratio_under_50_pct,poverty_ratio_50_99_pct,poverty_children_under_18_total,poverty_children_under_18_below_poverty,snap_total_households,snap_received_past_12mo,public_assistance_total_households,public_assistance_received,ssi_total_households,ssi_received,health_insurance_total,health_insurance_no_coverage,medicaid_means_tested_total,medicaid_means_tested_coverage,education_total_25_plus,education_high_school_diploma,education_bachelors_degree,education_masters_degree,employment_pop_16_plus,employment_civilian_labor_force,employment_employed,employment_unemployed,disability_total_pop,disability_male_under_5_with_disability,disability_male_5_17_with_disability,disability_male_18_34_with_disability,disability_male_35_64_with_disability,disability_male_65_74_with_disability,disability_male_75_plus_with_disability,disability_female_under_5_with_disability,disability_female_5_17_with_disability,disability_female_18_34_with_disability,disability_female_35_64_with_disability,disability_female_65_74_with_disability,disability_female_75_plus_with_disability,rent_burden_total_renters,rent_burden_50_plus_pct,median_gross_rent,families_with_children_total,families_female_householder_with_children,total_population,white_alone,black_alone,asian_alone,total_population_ethnicity,hispanic_or_latino,total_households,average_household_size,total_households_composition,family_households,married_couple_family,householder_living_alone,total_population_gender,male_population,female_population,median_age,median_home_value,language_total_5_plus,language_speak_only_english,english_proficiency_total_5_plus,english_speak_not_well,nativity_total,foreign_born,vehicles_total_households,vehicles_none,mean_travel_time_to_work,veteran_total_18_plus,veteran_population,state_fips,county_fips,white_pct,black_pct,asian_pct,hispanic_pct,male_pct,female_pct,family_household_pct,snap_participation_rate,public_assistance_rate,ssi_rate,poverty_rate,uninsured_rate,medicaid_rate,child_poverty_rate,white_poverty_rate,black_poverty_rate,hispanic_poverty_rate,deep_poverty_rate,near_poverty_rate,hs_graduate_rate,bachelors_plus_rate,labor_force_participation_rate,unemployment_rate,employment_rate,disability_rate,rent_burden_severe_50_plus,single_parent_rate,veteran_rate,english_only_rate,limited_english_rate,foreign_born_rate,no_vehicle_rate,data_pulled_date,acs_year
"Essex County, Vermont",5976,55247,190589700,31891,65481,5963,789,5669,740,2,0,92,43,5963,354,435,1006,204,2667,431,2667,116,2667,203,5974,5,5974,396,4562,1671,515,298,5067,2779,2628,151,5974,0,53,48,251,215,174,0,19,103,255,109,141,436,69,911,904,295,5976,5682,2,44,5976,92,2667,2.23,2667,1653,1282,837,5976,3024,2952,51.6,151200,,,2667,0,5976,173,2667,70,,4951,514,50,009,95.08,0.03,0.74,1.54,50.6,49.4,61.98,16.16,4.35,7.61,13.23,0.08,6.63,20.28,13.05,0.0,46.74,5.94,7.29,36.63,17.82,54.85,5.43,51.87,22.9,15.83,32.63,10.38,,0.0,2.89,2.62,2025-11-24 04:14:22,2022
"Franklin County, Vermont",50101,73633,1708069400,35531,93760,49650,5151,46284,4533,113,16,904,111,49650,2463,2688,10667,1158,19233,2222,19233,656,19233,951,49517,30,49517,2923,35303,11696,6192,2605,40533,26507,25632,875,49517,43,213,398,1648,558,583,22,326,486,1384,508,879,4268,1002,1125,9829,1948,50101,46703,121,331,50101,921,19233,2.58,19233,12744,10117,5095,50101,25212,24889,40.6,263200,,,19233,23,50101,1260,19233,513,588655.0,39054,2672,50,011,93.22,0.24,0.66,1.84,50.32,49.68,66.26,11.55,3.41,4.94,10.37,0.06,5.9,10.86,9.79,14.16,12.28,4.96,5.41,33.13,24.92,65.4,3.3,63.24,14.23,23.48,19.82,6.84,,0.12,2.51,2.67,2025-11-24 04:14:22,2022
"Grand Isle County, Vermont",7335,86639,342965100,48551,109737,7315,544,6752,511,80,1,147,3,7315,325,219,1240,91,3027,295,3027,48,3027,32,7327,0,7327,317,5608,1613,1406,727,6223,3855,3722,133,7327,20,8,75,221,116,117,0,2,11,147,69,107,308,105,1206,1147,115,7335,6760,80,25,7335,147,3027,2.42,3027,1934,1681,823,7335,3767,3568,48.6,339600,,,3027,0,7335,294,3027,31,,6064,434,50,013,92.16,1.09,0.34,2.0,51.36,48.64,63.89,9.75,1.59,1.06,7.44,0.0,4.33,7.34,7.57,1.25,2.04,4.44,2.99,28.76,38.03,61.95,3.45,59.81,12.19,34.09,10.03,7.16,,0.0,4.01,1.02,2025-11-24 04:14:22,2022
"Lamoille County, Vermont",25977,69886,1101675300,42778,87358,25362,2177,23814,1957,286,58,476,45,25362,1118,1059,5033,338,11176,975,11176,349,11176,677,25875,53,25875,1250,18510,3573,5040,2176,21442,14492,13922,570,25875,0,179,225,575,315,399,0,97,144,759,164,442,2963,361,1066,4760,905,25977,24371,312,123,25977,510,11176,2.27,11176,6637,5128,3391,25977,13023,12954,41.0,270700,,,11176,0,25977,1040,11176,281,325725.0,20694,1252,50,015,93.82,1.2,0.47,1.96,50.13,49.87,59.39,8.72,3.12,6.06,8.58,0.2,4.83,6.72,8.22,20.28,9.45,4.41,4.18,19.3,38.98,67.59,3.93,64.93,12.75,12.18,19.01,6.05,,0.0,4.0,2.51,2025-11-24 04:14:22,2022
"Orange County, Vermont",29439,74534,1129749900,38709,87560,28873,2662,27434,2492,98,8,399,68,28873,953,1709,5033,529,12690,1300,12690,442,12690,531,29349,20,29349,1536,21890,6513,4186,2388,24846,16576,16063,513,29349,0,194,216,1089,457,497,4,84,257,732,466,541,2229,428,1125,4544,821,29439,27973,101,162,29439,414,12690,2.27,12690,8110,6241,3664,29439,14820,14619,46.6,231000,,,12690,0,29439,630,12690,281,,24159,1713,50,017,95.02,0.34,0.55,1.41,50.34,49.66,63.91,10.24,3.48,4.18,9.22,0.07,5.23,10.51,9.08,8.16,17.04,3.3,5.92,29.75,30.03,66.71,3.09,64.65,15.46,19.2,18.07,7.09,,0.0,2.14,2.21,2025-11-24 04:14:22,2022
"Orleans County, Vermont",27459,63981,915824900,34365,79806,26585,2610,25287,2452,164,16,429,51,26585,1030,1580,5211,573,11528,1578,11528,606,11528,824,26758,0,26758,1773,20080,6601,3474,1608,22801,14208,13347,861,26758,18,298,325,801,464,602,6,119,284,820,371,551,2300,533,898,4793,973,27459,26082,190,164,27459,455,11528,2.3,11528,7256,5760,3392,27459,13899,13560,45.6,196700,,,11528,0,27459,895,11528,220,,22103,1799,50,019,94.99,0.69,0.6,1.66,50.62,49.38,62.94,13.69,5.26,7.15,9.82,0.0,6.63,11.0,9.7,9.76,11.89,3.87,5.94,32.87,25.31,62.31,6.06,58.54,17.41,23.17,20.3,8.14,,0.0,3.26,1.91,2025-11-24 04:14:22,2022
"Rutland County, Vermont",60585,62641,2119557600,36845,85545,58789,6677,55623,6119,290,64,968,112,58789,2441,4236,10446,1107,25334,2676,25334,999,25334,1703,60012,19,60012,2969,44836,13802,8964,4513,51344,30548,29244,1304,60012,54,254,665,2016,999,1004,0,142,624,1795,807,1274,7020,1539,891,9261,1624,60585,57229,383,460,60585,1022,25334,2.31,25334,14608,11621,8822,60585,30326,30259,47.7,203500,,,25334,8,60585,1306,25334,498,,49930,3882,50,021,94.46,0.63,0.76,1.69,50.06,49.94,57.66,10.56,3.94,6.72,11.36,0.03,4.95,10.6,11.0,22.07,11.57,4.15,7.21,30.78,30.06,59.5,4.27,56.96,16.05,21.92,17.54,7.77,,0.03,2.16,1.97,2025-11-24 04:14:22,2022
"Washington County, Vermont",59768,77278,2482135000,43002,99315,57717,5703,54463,5256,515,69,989,172,57717,2778,2925,10620,1323,25166,2593,25166,918,25166,1379,59143,2,59143,2598,43551,10046,11793,6147,50234,32378,31418,960,59143,0,485,668,1345,730,818,0,308,490,1535,856,1061,6881,1233,1077,10175,2715,59768,56278,548,500,59768,1200,25166,2.29,25166,14976,11415,8035,59768,29775,29993,43.8,278000,,,25166,12,59768,1717,25166,313,,48691,2785,50,023,94.16,0.92,0.84,2.01,49.82,50.18,59.51,10.3,3.65,5.48,9.88,0.0,4.39,12.46,9.65,13.4,17.39,4.81,5.07,23.07,41.19,64.45,2.96,62.54,14.03,17.92,26.68,5.72,,0.05,2.87,1.24,2025-11-24 04:14:22,2022
"Windham County, Vermont",45857,65473,1744785200,40284,86291,44303,5563,41331,4904,396,94,967,173,44303,2034,3529,7464,1218,19382,2620,19382,567,19382,1267,45559,0,45559,2534,34055,9059,7225,4827,39133,24582,23512,1070,45559,0,369,918,1308,604,785,0,192,516,1203,752,1112,5472,1124,1031,6965,2127,45857,42455,517,587,45857,1177,19382,2.27,19382,10485,7787,7056,45857,22648,23209,47.0,250000,,,19382,26,45857,1405,19382,163,,38065,2735,50,025,92.58,1.13,1.28,2.57,49.39,50.61,54.1,13.52,2.93,6.54,12.56,0.0,5.56,16.32,11.87,23.74,17.89,4.59,7.97,26.6,35.39,62.82,4.35,60.08,17.03,20.54,30.54,7.19,,0.13,3.06,0.84,2025-11-24 04:14:22,2022
"Windsor County, Vermont",57832,69492,2406926600,43180,94699,57053,4973,53576,4557,382,58,1149,143,57053,2120,2853,10156,753,24536,2213,24536,764,24536,1203,57085,14,57085,2428,43448,11222,10459,5272,48783,30316,29203,1113,57085,0,313,393,1557,830,1159,9,256,648,1534,874,1006,5742,1100,1054,9632,1712,57832,54258,410,581,57832,1162,24536,2.32,24536,14357,12070,8198,57832,28520,29312,47.8,249700,,,24536,0,57832,2138,24536,380,,47501,3302,50,027,93.82,0.71,1.0,2.01,49.32,50.68,58.51,9.02,3.11,4.9,8.72,0.02,4.25,7.41,8.51,15.18,12.45,3.72,5.0,25.83,36.21,62.14,3.67,59.86,15.03,19.16,17.77,6.95,,0.0,3.7,1.55,2025-11-24 04:14:22,2022
"Accomack County, Virginia",33367,52694,1041458000,31570,69408,32960,5240,20631,2427,9340,2207,3052,726,32960,2431,2809,6757,1551,14252,1782,14252,218,14252,842,32858,56,32858,1969,24396,6992,2970,1747,27380,14967,14408,559,32858,5,153,95,840,499,742,3,129,268,1026,763,1012,4722,748,974,5733,2118,33367,20860,9484,268,33367,3084,14252,2.26,14252,9211,6606,4775,33367,16257,17110,47.3,184500,,,14252,227,33367,2476,14252,327,,26296,2489,51,001,62.52,28.42,0.8,9.24,48.72,51.28,64.63,12.5,1.53,5.91,15.9,0.17,5.99,22.95,11.76,23.63,23.79,7.38,8.52,28.66,19.34,54.66,3.73,52.62,16.85,15.84,36.94,9.47,,1.59,7.42,2.29,2025-11-24 04:14:22,2022
"Albemarle County, Virginia",112513,97708,6072029400,55347,126769,104000,7378,83160,5038,8833,1412,6270,586,104000,3386,3992,21601,1688,44031,1359,44031,560,44031,1412,111091,8,111091,2471,76936,9804,23136,14590,93153,56324,54574,1750,111091,17,388,539,1554,651,1454,40,192,719,1411,811,2563,14427,3222,1570,20548,3936,112513,88455,9966,6319,112513,6633,44031,2.36,44031,27331,21895,13142,112513,54068,58445,39.7,450200,,,44031,468,112513,11342,44031,447,,90232,6286,51,003,78.62,8.86,5.62,5.9,48.05,51.95,62.07,3.09,1.27,3.21,7.09,0.01,2.22,7.81,6.06,15.99,9.35,3.26,3.84,12.74,49.04,60.46,3.11,58.59,9.31,22.33,19.16,6.97,,1.06,10.08,1.02,2025-11-24 04:14:22,2022
"Alleghany County, Virginia",15159,52546,432009800,30143,68965,14863,2035,13755,1758,737,141,246,13,14863,1209,826,2786,364,6309,575,6309,119,6309,351,14866,42,14866,693,11161,4332,967,461,12657,6293,6060,233,14866,13,238,202,485,265,304,0,21,92,390,270,320,1059,139,662,2347,457,15159,14000,783,9,15159,246,6309,2.34,6309,3759,2947,2353,15159,7501,7658,48.0,123600,,,6309,12,15159,160,6309,165,,12279,1012,51,005,92.35,5.17,0.06,1.62,49.48,50.52,59.58,9.11,1.89,5.56,13.69,0.28,4.66,13.07,12.78,19.13,5.28,8.13,5.56,38.81,12.79,49.72,3.7,47.88,17.49,13.13,19.47,8.24,,0.19,1.06,2.62,2025-11-24 04:14:22,2022
"Amelia County, Virginia",13309,63438,437743400,34122,85575,13201,1469,9831,1172,2668,120,455,182,13201,461,1008,2751,401,5258,725,5258,115,5258,307,13208,0,13208,564,9801,3664,1251,416,10848,6613,6340,273,13208,0,97,197,387,252,379,0,65,33,419,67,304,820,96,1249,2145,103,13309,9928,2679,1,13309,455,5258,2.51,5258,3715,3210,1321,13309,6531,6778,45.1,233700,,,5258,44,13309,138,5258,126,,10551,1176,51,007,74.6,20.13,0.01,3.42,49.07,50.93,70.65,13.79,2.19,5.84,11.13,0.0,4.27,14.58,11.92,4.5,40.0,3.49,7.64,37.38,17.01,60.96,4.13,58.44,16.66,11.71,4.8,11.15,,0.84,1.04,2.4,2025-11-24 04:14:22,2022
"Amherst County, Virginia",31426,64454,1060776600,34137,85267,30574,3452,22902,2128,5549,806,827,304,30574,1678,1774,6091,806,12615,1531,12615,424,12615,671,31172,0,31172,1316,22321,6901,2996,1498,25835,15680,14978,702,31172,25,251,288,925,585,507,0,116,278,833,525,589,3065,575,811,5009,1041,31426,23551,5726,226,31426,839,12615,2.41,12615,7994,6039,3662,31426,14973,16453,43.9,181600,,,12615,14,31426,576,12615,204,368120.0,25199,1846,51,009,74.94,18.22,0.72,2.67,47.65,52.35,63.37,12.14,3.36,5.32,11.29,0.0,4.22,13.23,9.29,14.53,36.76,5.49,5.8,30.92,20.13,60.69,4.48,57.98,15.79,18.76,20.78,7.33,,0.11,1.83,1.62,2025-11-24 04:14:22,2022
"Appomattox County, Virginia",16253,60041,488984200,31654,77972,16156,2225,12536,1208,2943,696,352,22,16156,1050,1175,3514,788,6535,789,6535,196,6535,290,16191,12,16191,937,11491,3768,1626,546,13077,8117,7832,285,16191,0,91,104,491,164,174,0,25,174,532,236,304,1452,186,861,3049,649,16253,12621,2943,51,16253,352,6535,2.47,6535,4496,3568,1786,16253,7910,8343,43.1,178000,,,6535,10,16253,252,6535,157,,12704,1206,51,011,77.65,18.11,0.31,2.17,48.67,51.33,68.8,12.07,3.0,4.44,13.77,0.07,5.79,22.42,9.64,23.65,6.25,6.5,7.27,32.79,18.9,62.07,3.51,59.89,14.17,12.81,21.29,9.49,,0.15,1.55,2.4,2025-11-24 04:14:22,2022
"Arlington County, Virginia",235845,137387,19981686100,85221,188191,232818,15527,151741,6595,21058,3004,36226,3649,232818,8680,6847,42306,2828,110887,3281,110887,1543,110887,2056,231023,132,231023,2739,173124,10675,61741,48347,197592,151158,146957,4201,231023,0,614,1339,2587,958,1894,40,333,984,2316,1544,2452,64045,11064,2227,40770,5109,235845,153250,21994,24308,235845,36734,110887,2.1,110887,50024,40626,44606,235845,119030,116815,35.3,833300,,,110887,2059,235845,52494,110887,2333,2994730.0,189493,11875,51,013,64.98,9.33,10.31,15.58,50.47,49.53,45.11,2.96,1.39,1.85,6.67,0.06,1.19,6.68,4.35,14.27,10.07,3.73,2.94,6.17,63.59,76.5,2.78,74.37,6.52,17.28,12.53,6.27,,1.86,22.26,2.1,2025-11-24 04:14:22,2022
"Augusta County, Virginia",77433,76124,2680816900,35582,90083,73764,5981,68480,4639,1885,456,2351,671,73764,2517,3464,14229,1838,30056,1826,30056,395,30056,860,73731,171,73731,2930,57106,19116,8937,3193,64695,38734,37573,1161,73731,0,319,499,1631,1121,1499,13,240,609,1633,1257,1668,6393,1092,1019,12552,2144,77433,70321,3407,346,77433,2655,30056,2.46,30056,20735,16418,7616,77433,39547,37886,44.8,267100,,,30056,84,77433,1957,30056,490,,62736,5078,51,015,90.82,4.4,0.45,3.43,51.07,48.93,68.99,6.08,1.31,2.86,8.11,0.23,3.97,12.92,6.77,24.19,28.54,3.41,4.7,33.47,21.24,59.87,3.0,58.08,14.23,17.08,17.08,8.09,,0.28,2.53,1.63,2025-11-24 04:14:22,2022
"Bath County, Virginia",4177,55699,141696300,33856,75346,4040,956,3789,831,185,125,31,16,4040,289,667,596,176,1905,199,1905,10,1905,53,4069,0,4069,167,3217,978,408,154,3535,1789,1753,36,4069,0,12,0,217,26,176,0,0,0,37,45,106,550,102,650,406,59,4177,3909,202,14,4177,31,1905,2.09,1905,1072,886,662,4177,2073,2104,51.8,184900,,,1905,0,4177,30,1905,5,,3518,422,51,017,93.58,4.84,0.34,0.74,49.63,50.37,56.27,10.45,0.52,2.78,23.66,0.0,4.1,29.53,21.93,67.57,51.61,7.15,16.51,30.4,17.47,50.61,2.01,49.59,15.21,18.55,14.53,12.0,,0.0,0.72,0.26,2025-11-24 04:14:22,2022
"Bedford County, Virginia",79761,74773,3193690700,40552,87064,78985,7161,68994,5751,4739,933,2049,32,78985,2778,4383,15254,1893,32510,2003,32510,630,32510,1147,79281,1,79281,2397,58099,14534,11560,5532,66231,38285,37171,1114,79281,26,469,485,1899,1298,1409,0,137,267,1986,1028,1396,5120,1011,939,13918,1967,79761,69564,4925,1010,79761,2079,32510,2.44,32510,22911,19222,8139,79761,39452,40309,46.8,263900,,,32510,122,79761,2124,32510,658,878885.0,64084,6311,51,019,87.22,6.17,1.27,2.61,49.46,50.54,70.47,6.16,1.94,3.53,9.07,0.0,3.02,12.41,8.34,19.69,1.56,3.52,5.55,25.02,29.42,57.81,2.91,56.12,13.12,19.75,14.13,9.85,,0.38,2.66,2.02,2025-11-24 04:14:22,2022
"Bland County, Virginia",6241,59901,165786600,27904,67350,5247,564,5122,529,44,27,12,0,5247,220,344,898,116,2235,130,2235,30,2235,82,5299,0,5299,218,4995,1651,565,201,5423,2359,2280,79,5299,0,12,76,223,164,90,0,0,4,110,61,188,331,20,705,793,137,6241,5831,251,9,6241,49,2235,2.37,2235,1409,1106,796,6241,3540,2701,46.4,132500,,,2235,0,6241,21,2235,44,,5291,323,51,021,93.43,4.02,0.14,0.79,56.72,43.28,63.04,5.82,1.34,3.67,10.75,0.0,4.11,12.92,10.33,61.36,0.0,4.19,6.56,33.05,15.34,43.5,3.35,42.04,17.51,6.04,17.28,6.1,,0.0,0.34,1.97,2025-11-24 04:14:22,2022
"Botetourt County, Virginia",33734,77680,1285406700,40289,92908,33322,2397,31069,2268,731,35,662,0,33322,930,1467,6317,481,12916,353,12916,175,12916,410,33301,8,33301,548,24891,7861,4273,2024,28249,16755,16237,518,33301,0,199,159,643,445,578,0,102,151,907,295,675,1718,156,869,5742,659,33734,31350,858,170,33734,666,12916,2.58,12916,9044,7728,3597,33734,16820,16914,47.5,264200,,,12916,23,33734,551,12916,375,358030.0,27370,2593,51,023,92.93,2.54,0.5,1.97,49.86,50.14,70.02,2.73,1.35,3.17,7.19,0.02,1.65,7.61,7.3,4.79,0.0,2.79,4.4,31.58,25.3,59.31,3.09,57.48,12.47,9.08,11.48,9.47,,0.18,1.63,2.9,2025-11-24 04:14:22,2022
"Brunswick County, Virginia",15965,52678,417948900,26491,59133,13666,2346,5841,739,7258,1534,289,0,13666,1097,1249,2484,752,6165,1318,6165,692,6165,535,13855,19,13855,673,12066,2834,1194,595,13672,6838,6485,353,13855,16,85,152,284,293,250,0,157,90,431,292,445,1651,221,841,1842,871,15965,6596,8714,15,15965,415,6165,2.21,6165,3852,2340,2003,15965,8513,7452,44.6,127000,,,6165,73,15965,310,6165,131,,13477,1229,51,025,41.32,54.58,0.09,2.6,53.32,46.68,62.48,21.38,11.22,8.68,17.17,0.14,4.86,30.27,12.65,21.14,0.0,8.03,9.14,23.49,14.83,50.01,5.16,47.43,18.01,13.39,47.29,9.12,,1.18,1.94,2.12,2025-11-24 04:14:22,2022
"Buchanan County, Virginia",20246,39591,418613700,24126,46783,19298,4878,19018,4765,64,64,95,50,19298,1715,3163,3307,1260,7494,1582,7494,259,7494,726,19318,0,19318,1018,15445,4928,853,777,17373,6370,5990,380,19318,16,158,298,1724,652,541,18,272,235,1511,536,557,1377,266,728,2912,826,20246,19571,373,10,20246,193,7494,2.57,7494,5189,3865,1963,20246,10504,9742,47.6,84900,,,7494,11,20246,154,7494,237,,16824,969,51,027,96.67,1.84,0.05,0.95,51.88,48.12,69.24,21.11,3.46,9.69,25.28,0.0,5.27,38.1,25.06,100.0,52.63,8.89,16.39,31.91,10.55,36.67,5.97,34.48,33.74,19.32,28.37,5.76,,0.15,0.76,3.16,2025-11-24 04:14:22,2022
"Buckingham County, Virginia",16869,59894,432170000,27139,76351,14870,2083,9597,855,4438,951,314,249,14870,856,1227,2959,531,5898,1029,5898,149,5898,281,14913,76,14913,579,12595,4215,985,447,14179,7161,6801,360,14913,15,66,98,433,258,294,6,51,91,460,419,440,1446,341,844,2479,492,16869,10348,5429,4,16869,426,5898,2.52,5898,3975,3000,1660,16869,9405,7464,43.3,160800,,,5898,22,16869,250,5898,222,242630.0,13828,1033,51,029,61.34,32.18,0.02,2.53,55.75,44.25,67.4,17.45,2.53,4.76,14.01,0.51,3.88,17.95,8.91,21.43,79.3,5.76,8.25,33.47,11.37,50.5,5.03,47.97,17.64,23.58,19.85,7.47,,0.37,1.48,3.76,2025-11-24 04:14:22,2022
"Campbell County, Virginia",55518,59022,1703887300,31877,74391,54722,5460,43225,4325,7596,647,1692,269,54722,2442,3018,10620,1085,22409,2503,22409,800,22409,1198,54915,86,54915,1878,40012,11305,6576,2824,45970,27586,26222,1364,54915,8,257,588,1223,718,1004,0,153,224,1664,715,1399,5802,764,792,9539,1342,55518,43776,7823,555,55518,1701,22409,2.45,22409,14710,11288,6549,55518,27091,28427,43.1,183100,,,22409,90,55518,1857,22409,611,556210.0,44587,3863,51,031,78.85,14.09,1.0,3.06,48.8,51.2,65.64,11.17,3.57,5.35,9.98,0.16,3.42,10.22,10.01,8.52,15.9,4.46,5.52,28.25,23.49,60.01,4.94,57.04,14.48,13.17,14.07,8.66,,0.4,3.34,2.73,2025-11-24 04:14:22,2022
"Caroline County, Virginia",31181,83562,1139337900,38432,96803,29697,3435,19009,1788,7314,1000,1496,351,29697,1529,1906,6817,1116,11387,1162,11387,146,11387,537,29785,132,29785,1292,21511,7234,2961,1334,24641,15907,15171,736,29785,0,152,111,1005,318,297,0,125,39,927,299,573,2084,411,1212,5633,1252,31181,19919,7624,317,31181,1841,11387,2.61,11387,8038,5860,2658,31181,15457,15724,39.2,253300,,,11387,56,31181,1211,11387,364,,23170,2921,51,033,63.88,24.45,1.02,5.9,49.57,50.43,70.59,10.2,1.28,4.72,11.57,0.44,4.34,16.37,9.41,13.67,23.46,5.15,6.42,33.63,19.97,64.56,4.63,61.57,12.91,19.72,22.23,12.61,,0.49,3.88,3.2,2025-11-24 04:14:22,2022
"Carroll County, Virginia",29126,49113,772801100,27972,61754,28950,4411,27449,3933,118,23,1221,246,28950,1957,2454,5138,929,12141,1718,12141,279,12141,653,28971,31,28971,1306,21867,6998,2474,737,24675,12926,12303,623,28971,0,166,208,1003,457,695,0,198,118,1043,364,537,2619,476,643,4257,686,29126,27572,139,38,29126,1226,12141,2.38,12141,8048,6397,3761,29126,14335,14791,48.7,139200,,,12141,0,29126,528,12141,241,,23912,1953,51,035,94.66,0.48,0.13,4.21,49.22,50.78,66.29,14.15,2.3,5.38,15.24,0.11,4.51,18.08,14.33,19.49,20.15,6.76,8.48,32.0,14.68,52.39,4.82,49.86,16.53,18.17,16.11,8.17,,0.0,1.81,1.99,2025-11-24 04:14:22,2022
"Charles City County, Virginia",6760,65573,249409600,38351,88210,6706,836,2984,369,2928,426,146,10,6706,427,409,951,162,2905,330,2905,61,2905,210,6741,11,6741,267,5323,1827,628,168,5904,3415,3275,140,6741,0,22,36,227,129,168,0,29,61,222,176,224,446,117,927,761,221,6760,2998,2968,13,6760,146,2905,2.33,2905,1745,1237,1042,6760,3362,3398,52.0,198800,,,2905,1,6760,125,2905,142,106480.0,5736,590,51,036,44.35,43.91,0.19,2.16,49.73,50.27,60.07,11.36,2.1,7.23,12.47,0.16,3.96,17.03,12.37,14.55,6.85,6.37,6.1,34.32,14.95,57.84,4.1,55.47,19.2,26.23,29.04,10.29,,0.03,1.85,4.89,2025-11-24 04:14:22,2022
"Charlotte County, Virginia",11563,51548,298716000,27159,70183,11342,2304,7987,1653,2980,607,297,265,11342,1085,1219,2484,700,4540,1028,4540,87,4540,490,11424,2,11424,902,8154,2567,789,475,9235,4865,4689,176,11424,0,229,141,491,251,231,0,67,81,524,182,315,1403,327,732,1993,661,11563,8159,3019,42,11563,299,4540,2.51,4540,2783,1835,1552,11563,5865,5698,45.4,137000,,,4540,1,11563,72,4540,159,143015.0,8983,698,51,037,70.56,26.11,0.36,2.59,50.72,49.28,61.3,22.64,1.92,10.79,20.31,0.02,7.9,28.18,20.7,20.37,89.23,9.57,10.75,31.48,15.5,52.68,3.62,50.77,21.99,23.31,33.17,7.77,,0.02,0.62,3.5,2025-11-24 04:14:22,2022
"Chesterfield County, Virginia",366019,95757,16176207300,45041,113336,361091,24163,225144,10234,84133,8140,35735,4793,361091,12240,11923,84101,6430,134144,8109,134144,2072,134144,5364,363003,499,363003,12448,247120,46829,64038,31571,290262,195416,186171,9245,363003,25,3509,3679,7996,3168,4151,231,1335,3398,8695,3458,5732,30313,6585,1460,75092,13681,366019,226434,86495,12831,366019,36094,134144,2.7,134144,97317,74712,30692,366019,177338,188681,38.9,306500,,,134144,2049,366019,32502,134144,1722,4194780.0,278265,25892,51,041,61.86,23.63,3.51,9.86,48.45,51.55,72.55,6.04,1.54,4.0,6.69,0.14,3.43,7.65,4.55,9.68,13.41,3.39,3.3,18.95,38.69,67.32,4.73,64.14,12.5,21.72,18.22,9.3,,1.53,8.88,1.28,2025-11-24 04:14:22,2022
"Clarke County, Virginia",14882,107475,706890600,50751,133352,14615,789,12926,673,618,68,947,18,14615,356,433,2690,100,5617,145,5617,76,5617,187,14600,19,14600,120,10904,2749,2420,920,12523,7665,7396,269,14600,0,57,193,210,219,297,0,69,91,265,244,344,1241,352,1260,2383,253,14882,13120,680,184,14882,985,5617,2.61,5617,3899,3258,1476,14882,7353,7529,48.4,496600,,,5617,41,14882,713,5617,31,,11992,1280,51,043,88.16,4.57,1.24,6.62,49.41,50.59,69.41,2.58,1.35,3.33,5.4,0.13,0.82,3.72,5.21,11.0,1.9,2.44,2.96,25.21,30.63,61.21,3.51,59.06,13.62,28.36,10.62,10.67,,0.73,4.79,0.55,2025-11-24 04:14:22,2022
"Craig County, Virginia",4898,66286,151570200,32020,88125,4740,518,4482,518,1,0,45,0,4740,219,299,991,97,1810,276,1810,47,1810,80,4872,0,4872,457,3476,1357,378,148,3805,2035,1997,38,4872,20,25,17,89,39,101,0,15,2,132,52,80,345,78,687,892,76,4898,4638,3,0,4898,46,1810,2.7,1810,1376,1194,393,4898,2446,2452,46.1,184700,,,1810,7,4898,36,1810,32,,3647,237,51,045,94.69,0.06,0.0,0.94,49.94,50.06,76.02,15.25,2.6,4.42,10.93,0.0,9.38,9.79,11.56,0.0,0.0,4.62,6.31,39.04,15.13,53.48,1.87,52.48,11.74,22.61,8.52,6.5,,0.39,0.73,1.77,2025-11-24 04:14:22,2022
"Culpeper County, Virginia",52822,92359,2047651000,39062,103967,51171,3752,36865,2468,6624,339,6246,735,51171,1635,2117,12524,1015,18188,1777,18188,568,18188,845,51409,76,51409,2468,35453,9992,6226,2602,41560,26840,25794,1046,51409,0,344,152,1078,746,554,0,214,261,1468,692,919,4683,936,1383,10672,2084,52822,37713,7070,381,52822,6546,18188,2.82,18188,13955,10011,3436,52822,26404,26418,39.5,369600,,,18188,213,52822,4269,18188,99,,39796,3906,51,047,71.4,13.38,0.72,12.39,49.99,50.01,76.73,9.77,3.12,4.65,7.33,0.15,4.8,8.1,6.69,5.12,11.77,3.2,4.14,28.18,24.9,64.58,3.9,62.06,12.5,19.99,19.53,9.82,,1.17,8.08,0.54,2025-11-24 04:14:22,2022
